,train_loss,val_loss
0,0.4916610636566051,0.4533213411579655
1,0.47122720584036815,0.45152478366461485
2,0.4629125249133539,0.45013364879139367
3,0.46064541872847015,0.4496429102330268
4,0.45834972229268817,0.45030657544669217
5,0.4566927286052199,0.44893573828135863
6,0.4568322684083666,0.4532438421048193
7,0.45418758591016134,0.4473815059234321
8,0.45276621581700743,0.45153695036841845
9,0.4516428593289915,0.44765784097874717
10,0.4502841010453209,0.44764758853972714
11,0.45093339836155927,0.4511133126191449
12,0.4499302202904666,0.44850185878166166
13,0.4486511363238885,0.4515769461539224
14,0.448342295125048,0.44953089330015306
15,0.4473012724250713,0.44912200902081745
16,0.44606781401646833,0.4503192399876027
17,0.44537887396635834,0.4492492766948692
18,0.44430447285452845,0.45046876584678763
19,0.4458819062621505,0.45115636502891654
20,0.44352263106555534,0.45196869346914414
21,0.4422151709517474,0.45418128465549856
22,0.4410148641577473,0.4534220081215669
23,0.4407188816360696,0.45190153839970437
24,0.44108254624106896,0.454543607081542
25,0.44055444339595773,0.4548930543384472
26,0.4386671121789034,0.4554937061252473
27,0.4381646121462817,0.45948867531265386
28,0.43634575004615483,0.45662672974892304
29,0.4364953481015705,0.45668828864640826
