,train_loss,val_loss
0,0.4997821922970827,0.4686487208941818
1,0.47740852239901427,0.46259485744725803
2,0.4696383684400528,0.4596352853855503
3,0.46528532785713356,0.4557309593958191
4,0.46239875031526756,0.45597968825811075
5,0.4598839715517387,0.4569557771904056
6,0.45763178316373676,0.454893640136417
7,0.4567093221125779,0.4549556866225311
8,0.4555505936107938,0.4543306416348566
9,0.45480441708098013,0.453616579625174
10,0.4535946801068291,0.4528324892626533
11,0.45268653148696536,0.4539300863501392
12,0.4531643936400691,0.45369600086524015
13,0.45213904311417275,0.4547237635036058
14,0.4519575686524154,0.4530599020452942
15,0.45079107650373346,0.4540818759912177
16,0.44955738240448884,0.45394344973664746
17,0.4497811445168087,0.4529500581041167
18,0.44872968561119503,0.4534527814086479
19,0.4480663868800673,0.4526874682697063
20,0.44685767644612245,0.4542820930229461
21,0.4467231290365653,0.4537064705971424
22,0.4465603834422177,0.4557682379514356
23,0.44472376729445484,0.45574862921791237
24,0.4435150062280988,0.45754969629305825
25,0.4419080495361298,0.45813282198795285
26,0.44177009896941916,0.45715219046496136
27,0.4397519075838977,0.45928184807552064
28,0.43959772613628834,0.4585743198163399
29,0.4374895855705574,0.46019389873315514
